,,,0
IPMAT,t24,PC,1.7148225158746997
IPMAT,t24,TPC,1.6174449407546385
IPMAT,t24,TSPC,1.756390806027949
IPMAT,t24,TPC2,4.211464136360461
IPMAT,t24,PC2,2.4615208937047166
IPMAT,t24,LAPC,1.605651850813838
IPDMAT,t1,PC,2.3709500184296846
IPDMAT,t1,TPC,1.9833363003006472
IPDMAT,t1,TSPC,2.294030727110724
IPDMAT,t1,TPC2,2.343186497007495
IPDMAT,t1,PC2,4.832085435874136
IPDMAT,t1,LAPC,2.128837318357451
IPDMAT,t6,PC,2.161769058638401
IPDMAT,t6,TPC,2.1490470322676503
IPDMAT,t6,TSPC,2.3543372021839577
IPDMAT,t6,TPC2,2.7080034875654935
IPDMAT,t6,PC2,4.278037962840981
IPDMAT,t6,LAPC,2.116070195478831
IPDMAT,t12,PC,2.0980517787724104
IPDMAT,t12,TPC,2.137703374587979
IPDMAT,t12,TSPC,2.2182371718993745
IPDMAT,t12,TPC2,2.374258524915954
IPDMAT,t12,PC2,5.194487332744444
IPDMAT,t12,LAPC,2.072311705594352
IPDMAT,t24,PC,2.1868131824426484
IPDMAT,t24,TPC,2.100127058072002
IPDMAT,t24,TSPC,2.3770295460268214
IPDMAT,t24,TPC2,3.1183022214290745
IPDMAT,t24,PC2,2.865972301170332
IPDMAT,t24,LAPC,2.079835272937316
IPNMAT,t1,PC,1.8451514858918534
IPNMAT,t1,TPC,1.6463200697211744
IPNMAT,t1,TSPC,2.01903008514423
IPNMAT,t1,TPC2,3.196615495277502
IPNMAT,t1,PC2,2.6696319335971115
IPNMAT,t1,LAPC,1.7233715497310627
IPNMAT,t6,PC,2.1190703169041747
IPNMAT,t6,TPC,1.746326904951588
IPNMAT,t6,TSPC,2.006057599731297
IPNMAT,t6,TPC2,1.8763629011325131
IPNMAT,t6,PC2,4.0151735472306544
IPNMAT,t6,LAPC,1.7437020319827963
IPNMAT,t12,PC,1.8245242357190832
IPNMAT,t12,TPC,1.7148485843499475
IPNMAT,t12,TSPC,1.805625910365098
IPNMAT,t12,TPC2,2.2554354832727195
IPNMAT,t12,PC2,2.3379459561210894
IPNMAT,t12,LAPC,1.6631256116223583
IPNMAT,t24,PC,1.7290920261229539
IPNMAT,t24,TPC,1.7196203871745162
IPNMAT,t24,TSPC,1.8039295596866425
IPNMAT,t24,TPC2,2.1852780995376144
IPNMAT,t24,PC2,4.6773176246596035
IPNMAT,t24,LAPC,1.7012776246063017
IPMANSICS,t1,PC,2.0317507887004065
IPMANSICS,t1,TPC,1.9903363567222783
IPMANSICS,t1,TSPC,2.034120279899027
IPMANSICS,t1,TPC2,1.931923373027564
IPMANSICS,t1,PC2,3.3424070265530053
IPMANSICS,t1,LAPC,1.8175943385649362
IPMANSICS,t6,PC,1.9387402562343108
IPMANSICS,t6,TPC,1.8629874978420975
IPMANSICS,t6,TSPC,2.058668466656986
IPMANSICS,t6,TPC2,2.859016362113091
IPMANSICS,t6,PC2,2.7271645500635366
IPMANSICS,t6,LAPC,1.7339172578197553
IPMANSICS,t12,PC,1.9752836441352597
IPMANSICS,t12,TPC,1.8258784958044088
IPMANSICS,t12,TSPC,1.781900176581456
IPMANSICS,t12,TPC2,2.390383086593162
IPMANSICS,t12,PC2,4.185743160589579
IPMANSICS,t12,LAPC,1.797685171887946
IPMANSICS,t24,PC,1.8454362005535498
IPMANSICS,t24,TPC,1.837719290168021
IPMANSICS,t24,TSPC,1.8252098859017205
IPMANSICS,t24,TPC2,2.868163916181996
IPMANSICS,t24,PC2,2.1911390184895265
IPMANSICS,t24,LAPC,1.759418636411414
IPB51222S,t1,PC,5.848603388436308
IPB51222S,t1,TPC,4.756547390719674
IPB51222S,t1,TSPC,5.621565708690964
IPB51222S,t1,TPC2,6.916725001594764
IPB51222S,t1,PC2,13.325301763007554
IPB51222S,t1,LAPC,4.692203352198788
IPB51222S,t6,PC,4.580779999478975
IPB51222S,t6,TPC,4.642500031509066
IPB51222S,t6,TSPC,5.701924438471849
IPB51222S,t6,TPC2,7.82478321562814
IPB51222S,t6,PC2,10.518203999522877
IPB51222S,t6,LAPC,4.463590319225855
IPB51222S,t12,PC,5.106948658554795
IPB51222S,t12,TPC,4.915048025789979
IPB51222S,t12,TSPC,5.695004469797819
IPB51222S,t12,TPC2,6.612288717404785
IPB51222S,t12,PC2,9.592923364474661
IPB51222S,t12,LAPC,4.583904189491958
IPB51222S,t24,PC,4.584785685403318
IPB51222S,t24,TPC,5.02979144126412
IPB51222S,t24,TSPC,4.777004990396262
IPB51222S,t24,TPC2,7.032622846019427
IPB51222S,t24,PC2,8.90114545802038
IPB51222S,t24,LAPC,4.469827707334988
IPFUELS,t1,PC,3.0576988362854194
IPFUELS,t1,TPC,3.239286062380348
IPFUELS,t1,TSPC,2.689572696792426
IPFUELS,t1,TPC2,4.082238570336587
IPFUELS,t1,PC2,4.851068464621671
IPFUELS,t1,LAPC,2.7369017647502254
IPFUELS,t6,PC,2.9529621914743056
IPFUELS,t6,TPC,2.9253887907182436
IPFUELS,t6,TSPC,3.4744554547581723
IPFUELS,t6,TPC2,3.584790318560187
IPFUELS,t6,PC2,5.102967450654658
IPFUELS,t6,LAPC,2.9059312243440156
IPFUELS,t12,PC,2.947020514330471
IPFUELS,t12,TPC,3.20424227325014
IPFUELS,t12,TSPC,3.1170214788629296
IPFUELS,t12,TPC2,4.899101573523857
IPFUELS,t12,PC2,5.1040992790293584
IPFUELS,t12,LAPC,2.8609170314115695
IPFUELS,t24,PC,3.2289599458458764
IPFUELS,t24,TPC,3.132646623864513
IPFUELS,t24,TSPC,3.0409973881857257
IPFUELS,t24,TPC2,5.176860629806224
IPFUELS,t24,PC2,4.689798190073273
IPFUELS,t24,LAPC,2.8900585705451154
CUMFNS,t1,PC,1.3184409924480556
CUMFNS,t1,TPC,1.2358628241771705
CUMFNS,t1,TSPC,1.2818489872860699
CUMFNS,t1,TPC2,1.3757434856860122
CUMFNS,t1,PC2,2.4725963099181434
CUMFNS,t1,LAPC,1.2277879149197668
CUMFNS,t6,PC,1.3472081715751332
CUMFNS,t6,TPC,1.2025151848582043
CUMFNS,t6,TSPC,1.51411449030761
CUMFNS,t6,TPC2,2.0609469173445625
CUMFNS,t6,PC2,1.4266073028908113
CUMFNS,t6,LAPC,1.198705912869864
CUMFNS,t12,PC,1.3556556593612312
CUMFNS,t12,TPC,1.2211123160998416
CUMFNS,t12,TSPC,1.3847469304819642
CUMFNS,t12,TPC2,1.7792952897755312
CUMFNS,t12,PC2,2.4457206467520796
CUMFNS,t12,LAPC,1.239176050350941
CUMFNS,t24,PC,1.474674919899251
CUMFNS,t24,TPC,1.2178384470800772
CUMFNS,t24,TSPC,1.6173363003577197
CUMFNS,t24,TPC2,1.7493513783852388
CUMFNS,t24,PC2,4.006880154807693
CUMFNS,t24,LAPC,1.197942318231718
HWI,t1,PC,395.36193197734724
HWI,t1,TPC,365.63478626766016
HWI,t1,TSPC,384.1650688852253
HWI,t1,TPC2,442.6744706520124
HWI,t1,PC2,406.1496734136052
HWI,t1,LAPC,360.8513982376302
HWI,t6,PC,361.7480153902198
HWI,t6,TPC,360.85289318532824
HWI,t6,TSPC,360.28102696407865
HWI,t6,TPC2,574.8599694144057
HWI,t6,PC2,480.7214381156848
HWI,t6,LAPC,356.25148513357476
HWI,t12,PC,365.65848242978655
HWI,t12,TPC,356.48804963426085
HWI,t12,TSPC,353.4307699536894
HWI,t12,TPC2,552.38003998228
HWI,t12,PC2,480.45886510254553
HWI,t12,LAPC,347.72268702134977
HWI,t24,PC,416.40364681997653
HWI,t24,TPC,493.60274546390457
HWI,t24,TSPC,528.273098612499
HWI,t24,TPC2,864.7695605492894
HWI,t24,PC2,1067.9875320518836
HWI,t24,LAPC,352.8172300993718
